Section	Id	Action
Main	40017	File: Save live output to disk (bounce)...
Main	40018	Insert/import media files...
Main	40019	Envelopes: View envelopes for last touched track/item
Main	40020	Time selection: Remove (unselect) time selection and loop points
Main	40021	File: Project settings...
Main	40022	File: Save project as...
Main	40023	File: New project
Main	40024	Show record path in explorer
Main	40025	File: Open project
Main	40026	File: Save project
Main	40027	Show REAPER resource path in explorer
Main	40028	Show secondary record path in explorer
Main	40029	Edit: Undo
Main	40030	Edit: Redo
Main	40031	View: Zoom time selection
Main	40032	Item grouping: Group items
Main	40033	Item grouping: Remove items from group
Main	40034	Item grouping: Select all items in groups
Main	40035	Select all items/tracks/envelope points (depending on focus)
Main	40036	View: Toggle auto-view-scroll during playback
Main	40037	Time selection: Shift left (by time selection length)
Main	40038	Time selection: Shift right (by time selection length)
Main	40039	Time selection: Nudge left
Main	40040	Time selection: Nudge right
Main	40041	Options: Auto-crossfade media items when editing
Main	40042	Transport: Go to start of project
Main	40043	Transport: Go to end of project
Main	40044	Transport: Play/stop
Main	40045	Transport: Start/stop recording at next beat
Main	40046	Transport: Start/stop recording at edit cursor
Main	40047	Peaks: Build any missing peaks
Main	40048	Peaks: Rebuild all peaks
Main	40049	Time selection: Crop project to time selection
Main	40050	Track: Toggle track pre-FX volume envelope active
Main	40051	Track: Toggle track pre-FX pan envelope active
Main	40052	Track: Toggle track volume envelope active
Main	40053	Track: Toggle track pan envelope active
Main	40056	Transport: Start/stop recording at next project marker
Main	40057	Edit: Copy items/tracks/envelope points (depending on focus) ignoring time selection
Main	40058	Item: Paste items/tracks (old-style handling of hidden tracks)
Main	40059	Edit: Cut items/tracks/envelope points (depending on focus) ignoring time selection
Main	40060	Item: Copy selected area of items
Main	40061	Item: Split items at time selection or razor edit
Main	40062	Track: Duplicate tracks
Main	40063	File: Spawn new instance of REAPER
Main	40064	Envelope: Insert new point at current position to all visible track envelopes (do not remove nearby points)
Main	40065	Envelope: Clear or remove envelope
Main	40067	Transport: Start/stop recording after 2 beats
Main	40068	Track lanes: Move items up one lane
Main	40069	View: Jump (go) to time window
Main	40070	Options: Move envelope points with media items
Main	40071	Options: Show snap/grid settings
Main	40072	Edit: Show undo history window
Main	40073	Transport: Play/pause
Main	40075	View: Toggle master track visible
Main	40076	Record: Set record mode to time selection auto-punch
Main	40078	View: Toggle mixer visible
Main	40080	Mixer: Toggle show folder tracks in mixer
Main	40081	Mixer: Toggle folder tracks grouping to left
Main	40082	Mixer: Toggle show normal top level tracks in mixer
Main	40083	Mixer: Toggle docking in docker
Main	40084	Transport: Rewind a little bit
Main	40085	Transport: Fast forward a little bit
Main	40086	Automation: Set all tracks automation mode to read
Main	40087	Automation: Set all tracks automation mode to touch
Main	40088	Automation: Set all tracks automation mode to trim/read
Main	40089	Envelope: Delete all points in time selection
Main	40090	Automation: Set all tracks automation mode to write
Main	40091	Track properties: Show fixed lane buttons
Main	40092	Track properties: Hide fixed lane buttons
Main	40097	Peaks: Remove all peak cache files
Main	40098	File: Clean current project directory...
Main	40099	Audio device configuration...
Main	40100	Item: Set all media offline
Main	40101	Item: Set all media online
Main	40102	Time selection: Move cursor left, creating time selection
Main	40103	Time selection: Move cursor right, creating time selection
Main	40104	View: Move cursor left one pixel
Main	40105	View: Move cursor right one pixel
Main	40106	Envelope: Insert new point at current position (do not remove nearby points)
Main	40107	Track lanes: Move items down one lane
Main	40108	Item properties: Normalize items (each item separately) to +0dB peak
Main	40109	Item: Open items in primary external editor
Main	40110	View: Toggle track zoom to minimum height
Main	40111	View: Zoom in vertical
Main	40112	View: Zoom out vertical
Main	40113	View: Toggle track zoom to maximum height (limit to 100% of arrange view)
Main	40114	Options: Loop recording always adds takes
Main	40115	Track: Nudge track volume up
Main	40116	Track: Nudge track volume down
Main	40117	Item edit: Move items/envelope points up one track/a bit
Main	40118	Item edit: Move items/envelope points down one track/a bit
Main	40119	Item edit: Move items/envelope points right
Main	40120	Item edit: Move items/envelope points left
Main	40121	Item edit: Move items left, preserving timing of contents
Main	40122	Item edit: Move items right, preserving timing of contents
Main	40123	Item edit: Move contents of items left
Main	40124	Item edit: Move contents of items right
Main	40125	Take: Switch items to next take
Main	40126	Take: Switch items to previous take
Main	40129	Take: Delete active take from items
Main	40130	Take: Delete active take from items (prompt to confirm)
Main	40131	Take: Crop to active take in items
Main	40132	Item: Open item copies in primary external editor
Main	40138	View: Scroll view up
Main	40139	View: Scroll view down
Main	40140	View: Scroll view left
Main	40141	View: Scroll view right
Main	40142	Insert empty item
Main	40145	Options: Toggle grid lines
Main	40146	Fixed lane comp area: Split comp area at mouse position ignoring snap
Main	40147	Options: Allow empty slots in TCP/MCP FX lists
Main	40150	View: Go to play cursor/position
Main	40151	View: Go to edit cursor
Main	40152	Envelope: Add/edit envelope point value exactly at cursor
Main	40153	Item: Open in built-in MIDI editor (set default behavior in preferences)
Main	40155	Peaks: Increase peaks display zoom for project
Main	40156	Peaks: Decrease peaks display zoom for project
Main	40157	Markers: Insert marker at current position
Main	40160	Markers: Go to marker 10
Main	40161	Markers: Go to marker 01
Main	40162	Markers: Go to marker 02
Main	40163	Markers: Go to marker 03
Main	40164	Markers: Go to marker 04
Main	40165	Markers: Go to marker 05
Main	40166	Markers: Go to marker 06
Main	40167	Markers: Go to marker 07
Main	40168	Markers: Go to marker 08
Main	40169	Markers: Go to marker 09
Main	40171	Markers: Insert and/or edit marker at current position
Main	40172	Markers: Go to previous marker/project start
Main	40173	Markers: Go to next marker/project end
Main	40174	Markers: Insert region from time selection
Main	40175	Item properties: Toggle mute
Main	40176	Item properties: Set take channel mode to normal
Main	40177	Item properties: Set take channel mode to reverse stereo
Main	40178	Item properties: Set take channel mode to mono (downmix)
Main	40179	Item properties: Set take channel mode to mono (left)
Main	40180	Item properties: Set take channel mode to mono (right)
Main	40181	Item properties: Toggle polarity/phase for active take
Main	40182	Item: Select all items
Main	40183	Item properties: Toggle items/tracks mute (depending on focus)
Main	40184	Remove items/tracks/envelope points (depending on focus) - no prompting
Main	40185	File: Consolidate tracks...
Main	40186	Item: Split items at edit or play cursor (ignore grouping, select right)
Main	40187	Envelope: Set default point shape to linear
Main	40188	Envelope: Set default point shape to square
Main	40189	Envelope: Set shape of selected points to linear
Main	40190	Envelope: Set shape of selected points to square
Main	40195	Project bay: Add comment for items
Main	40196	Item: Split items at play cursor (select right)
Main	40197	Mixer: Toggle tracks with receives in mixer
Main	40198	Mixer: Toggle tracks with receives grouping to left
Main	40199	Mixer: Toggle show tracks in folders in mixer
Main	40200	Time selection: Insert empty space at time selection (moving later items)
Main	40201	Time selection: Remove contents of time selection (moving later items)
Main	40202	Item: Open items in secondary external editor
Main	40203	Item: Open item copies in secondary external editor
Main	40204	Item properties: Pitch item up one semitone
Main	40205	Item properties: Pitch item down one semitone
Main	40206	Item properties: Pitch item up one cent
Main	40207	Item properties: Pitch item down one cent
Main	40208	Insert timecode generator
Main	40209	Item: Apply track/take FX to items
Main	40210	Track: Copy tracks
Main	40211	MIDI: Insert recent retroactively recorded MIDI for armed and selected tracks
Main	40212	MIDI: Insert all available retroactively recorded MIDI for armed and selected tracks
Main	40213	MIDI: Insert all available retroactively recorded MIDI for armed tracks
Main	40214	Insert new MIDI item...
Main	40218	Transient detection threshold: Increase
Main	40219	Transient detection threshold: Decrease
Main	40221	Mixer: Toggle scroll view when tracks activated
Main	40222	Loop points: Set start point
Main	40223	Loop points: Set end point
Main	40224	Take: Explode takes of items across tracks
Main	40225	Item edit: Grow left edge of items
Main	40226	Item edit: Shrink left edge of items
Main	40227	Item edit: Shrink right edge of items
Main	40228	Item edit: Grow right edge of items
Main	40229	Item: Delete takes that are not up-ranked (no confirm)
Main	40230	Move edit cursor to start of current/previous beat
Main	40231	Move edit cursor to start of next beat
Main	40239	Options: Toggle always on top
Main	40240	View: Show performance meter window
Main	40245	Peaks: Build any missing peaks for selected items
Main	40249	Options: Select takes for all selected items when clicking take
Main	40250	Track: Toggle show/hide in mixer
Main	40251	View: Show routing matrix window
Main	40252	Record: Set record mode to normal
Main	40253	Record: Set record mode to selected item auto-punch
Main	40254	Item properties: Normalize items (to loudest item) to +0dB peak
Main	40256	Tempo envelope: Insert tempo/time signature change marker at edit cursor...
Main	40257	Item: Glue items, ignoring time selection, including leading fade-in and trailing fade-out
Main	40258	View: Toggle displaying labels above/within media items
Main	40259	View: Toggle transport visible (Play/Record/Stop...)
Main	40260	Transport: Toggle transport docked to main window
Main	40262	View: Toggle auto-view-scroll while recording
Main	40263	Options: When importing, copy imported media to project media directory
Main	40266	Automation: Set all tracks automation mode to latch
Main	40267	Mixer: Group sends with (before/after) FX inserts
Main	40268	View: Show navigator window
Main	40270	Item: Reverse items to new take
Main	40271	View: Show FX browser window
Main	40276	Options: Move edit cursor to start of time selection, when time selection changes
Main	40277	Options: Show lock settings
Main	40279	View: Show docker
Main	40280	Track: Mute/unmute tracks
Main	40281	Track: Solo/unsolo tracks
Main	40282	Track: Invert track polarity/phase
Main	40283	Track: Nudge track pan left
Main	40284	Track: Nudge track pan right
Main	40285	Track: Go to next track
Main	40286	Track: Go to previous track
Main	40287	Track: Go to next track (leaving other tracks selected)
Main	40288	Track: Go to previous track (leaving other tracks selected)
Main	40289	Item: Unselect (clear selection of) all items
Main	40290	Time selection: Set time selection to items
Main	40291	Track: View FX chain for current/last touched track
Main	40292	Track: View envelopes for current/last touched track
Main	40293	Track: View routing and I/O for current/last touched track
Main	40294	Track: Toggle record arming for current/last touched track
Main	40295	View: Zoom out project
Main	40296	Track: Select all tracks
Main	40297	Track: Unselect (clear selection of) all tracks
Main	40298	Track: Toggle FX bypass for current/last touched track
Main	40299	Item: Move to media source preferred position (BWF start offset)
Main	40300	Options: Move edit cursor to end of recording, when recording ends
Main	40301	View: Scale finder window
Main	40302	Options: Show FX inserts in TCP (when size permits)
Main	40303	Toolbars: Switch to MIDI piano roll toolbar
Main	40304	Markers: Change color for marker near cursor...
Main	40305	Markers: Change color for region near cursor...
Main	40306	Markers: Insert region from time selection and edit...
Main	40307	Item: Cut selected area of items
Main	40308	Help: Mouse modifier keys and action shortcuts
Main	40309	Set ripple editing off
Main	40310	Set ripple editing per-track
Main	40311	Set ripple editing all tracks
Main	40312	Item: Remove selected area of items
Main	40313	View: Attach/unattach docker to/from main window
Main	40315	Item: Auto trim/split items (remove silence)...
Main	40316	Item: Quantize item positions to grid...
Main	40317	Transport: Play (skip time selection)
Main	40318	Item navigation: Move cursor left to edge of item
Main	40319	Item navigation: Move cursor right to edge of item
Main	40320	Time selection: Nudge left edge left
Main	40321	Time selection: Nudge left edge right
Main	40322	Time selection: Nudge right edge left
Main	40323	Time selection: Nudge right edge right
Main	40324	Envelope: Copy points within time selection
Main	40325	Envelope: Cut points within time selection
Main	40326	View: Show region/marker manager window
Main	40327	View: Show track group manager window
Main	40328	Transport: Play/stop (move edit cursor on stop)
Main	40330	Envelope: Select points in time selection
Main	40331	Envelope: Unselect (clear selection of) all points
Main	40332	Envelope: Select all points
Main	40333	Envelope: Delete all selected points
Main	40334	Envelope: Invert selected points
Main	40335	Envelope: Copy selected points
Main	40336	Envelope: Cut selected points
Main	40337	Track: Cut tracks
Main	40338	Create measure from time selection (detect tempo, detect number of measures)
Main	40339	Track: Unmute all tracks
Main	40340	Track: Unsolo all tracks
Main	40341	Track: Mute all tracks
Main	40342	Track: Bypass FX on all tracks
Main	40343	Track: Unbypass FX on all tracks
Main	40344	Track: Toggle FX bypass on all tracks
Main	40345	Send all-notes-off and all-sounds-off to all MIDI outputs/plug-ins
Main	40346	Toggle fullscreen
Main	40348	Markers: Insert region from selected items
Main	40357	Track: Set to custom color...
Main	40358	Track: Set to random colors
Main	40359	Track: Set to default color
Main	40360	Track: Set to one random color
Main	40361	Item: Apply track/take FX to items (mono output)
Main	40362	Item: Glue items, ignoring time selection
Main	40363	Options: Show metronome/pre-roll settings
Main	40364	Options: Toggle metronome
Main	40365	View: Time unit for ruler: Minutes:Seconds
Main	40366	View: Time unit for ruler: Measures.Beats / minutes:Seconds
Main	40367	View: Time unit for ruler: Measures.Beats
Main	40368	View: Time unit for ruler: Seconds
Main	40369	View: Time unit for ruler: Samples
Main	40370	View: Time unit for ruler: Hours:Minutes:Seconds:Frames
Main	40371	Mixer: Toggle show multiple rows when space
Main	40372	Mixer: Toggle show multiple rows even when space to fit tracks in less rows
Main	40375	Item navigation: Move cursor to next transient in items
Main	40376	Item navigation: Move cursor to previous transient in items
Main	40377	View: Show virtual MIDI keyboard
Main	40378	View: Show big clock plus window
Main	40379	Transport: Time unit to ruler
Main	40380	Item properties: Set item timebase to project/track default
Main	40381	Options: Switch to next color theme
Main	40382	Options: Switch to previous color theme
Main	40383	Options: Switch to a random color theme
Main	40389	Mixer: Toggle show master track on right side
Main	40390	Options: Toggle smooth seek (see preferences/Audio/Seeking)
Main	40392	Track: Save tracks as track template...
Main	40393	Markers: Insert region from selected items and edit...
Main	40394	File: Save project as template...
Main	40396	Time selection: Move contents of time selection to edit cursor (moving later items)
Main	40397	Time selection: Copy contents of time selection to edit cursor (moving later items)
Main	40400	Automation: Set track automation mode to trim/read
Main	40401	Automation: Set track automation mode to read
Main	40402	Automation: Set track automation mode to touch
Main	40403	Automation: Set track automation mode to write
Main	40404	Automation: Set track automation mode to latch
Main	40405	Track: Render tracks to stereo post-fader stem tracks (and mute originals)
Main	40406	Track: Toggle track volume envelope visible
Main	40407	Track: Toggle track pan envelope visible
Main	40408	Track: Toggle track pre-FX volume envelope visible
Main	40409	Track: Toggle track pre-FX pan envelope visible
Main	40410	Transport: Time unit: Minutes:Seconds
Main	40411	Transport: Time unit: Measures.Beats
Main	40412	Transport: Time unit: Seconds
Main	40413	Transport: Time unit: Samples
Main	40414	Transport: Time unit: Hours:Minutes:Seconds:Frames
Main	40415	Envelope: Reset selected points to zero/center
Main	40416	Item navigation: Select and move to previous item
Main	40417	Item navigation: Select and move to next item
Main	40418	Item navigation: Select and move to item in previous track
Main	40419	Item navigation: Select and move to item in next track
Main	40420	Markers: Remove all markers from time selection
Main	40421	Item: Select all items in track
Main	40422	View: Show screensets/layouts window
Main	40424	Envelope: Set shape of selected points to slow start/end
Main	40425	Envelope: Set default point shape to slow start/end
Main	40428	Envelope: Set shape of selected points to fast start
Main	40429	Envelope: Set shape of selected points to fast end
Main	40430	Envelope: Set default point shape to fast start
Main	40431	Envelope: Set default point shape to fast end
Main	40433	Item properties: Set item timebase to time
Main	40434	View: Move edit cursor to play cursor
Main	40435	Options: Show all takes (when room)
Main	40436	Item: Apply track/take FX to items (MIDI output)
Main	40437	Item properties: Toggle item play all takes
Main	40438	Take: Implode items across tracks into takes
Main	40439	Item: Set selected media online
Main	40440	Item: Set selected media temporarily offline
Main	40441	Peaks: Rebuild peaks for selected items
Main	40442	Help: Check for new versions
Main	40444	Screenset: Load track view #01
Main	40445	Screenset: Load track view #02
Main	40446	Screenset: Load track view #03
Main	40447	Screenset: Load track view #04
Main	40448	Screenset: Load track view #05
Main	40449	Screenset: Load track view #06
Main	40450	Screenset: Load track view #07
Main	40451	Screenset: Load track view #08
Main	40452	Screenset: Load track view #09
Main	40453	Screenset: Load track view #10
Main	40454	Screenset: Load window set #01
Main	40455	Screenset: Load window set #02
Main	40456	Screenset: Load window set #03
Main	40457	Screenset: Load window set #04
Main	40458	Screenset: Load window set #05
Main	40459	Screenset: Load window set #06
Main	40460	Screenset: Load window set #07
Main	40461	Screenset: Load window set #08
Main	40462	Screenset: Load window set #09
Main	40463	Screenset: Load window set #10
Main	40464	Screenset: Save track view #01
Main	40465	Screenset: Save track view #02
Main	40466	Screenset: Save track view #03
Main	40467	Screenset: Save track view #04
Main	40468	Screenset: Save track view #05
Main	40469	Screenset: Save track view #06
Main	40470	Screenset: Save track view #07
Main	40471	Screenset: Save track view #08
Main	40472	Screenset: Save track view #09
Main	40473	Screenset: Save track view #10
Main	40474	Screenset: Save window set #01
Main	40475	Screenset: Save window set #02
Main	40476	Screenset: Save window set #03
Main	40477	Screenset: Save window set #04
Main	40478	Screenset: Save window set #05
Main	40479	Screenset: Save window set #06
Main	40480	Screenset: Save window set #07
Main	40481	Screenset: Save window set #08
Main	40482	Screenset: Save window set #09
Main	40483	Screenset: Save window set #10
Main	40484	Item properties: Set item timebase to beats (position, length, rate)
Main	40485	Item properties: Set item timebase to beats (position only)
Main	40486	Track properties: Set track timebase to project default
Main	40487	Track properties: Set track timebase to time
Main	40488	Track properties: Set track timebase to beats (position, length, rate)
Main	40489	Track properties: Set track timebase to beats (position only)
Main	40490	Track: Arm all tracks for recording
Main	40491	Track: Unarm all tracks for recording
Main	40492	Track: Set track record monitor to off
Main	40493	Track: Set track record monitor to on
Main	40494	Track: Set track record monitor to auto/tape
Main	40495	Track: Cycle track record monitor
Main	40496	Track: Set track record mode to input
Main	40497	Track: Set track record mode to output (stereo)
Main	40498	Track: Set track record mode to none (monitoring only)
Main	40499	Track: Set track record mode to output (stereo latency compensated)
Main	40500	Track: Set track record mode to MIDI output
Main	40501	Track: Set track record mode to output (mono)
Main	40502	Track: Set track record mode to output (mono latency compensated)
Main	40503	Track: Set track record mode to MIDI overdub
Main	40504	Track: Set track record mode to MIDI replace
Main	40505	Track: Select last touched track
Main	40507	Options: Offset overlapping media items vertically
Main	40508	Item: Trim items to selected area
Main	40509	Item: Fade items in to cursor
Main	40510	Item: Fade items out from cursor
Main	40511	Item: Trim items left of cursor
Main	40512	Item: Trim items right of cursor
Main	40513	View: Move edit cursor to mouse cursor
Main	40514	View: Move edit cursor to mouse cursor (no snapping)
Main	40515	Item properties: Pitch item up one octave
Main	40516	Item properties: Pitch item down one octave
Main	40517	Item properties: Increase item rate by ~6% (one semitone)
Main	40518	Item properties: Decrease item rate by ~6% (one semitone)
Main	40519	Item properties: Increase item rate by ~0.6% (10 cents)
Main	40520	Item properties: Decrease item rate by ~0.6% (10 cents)
Main	40521	Transport: Set playrate to 1.0
Main	40522	Transport: Increase playrate by ~6% (one semitone)
Main	40523	Transport: Decrease playrate by ~6% (one semitone)
Main	40524	Transport: Increase playrate by ~0.6% (10 cents)
Main	40525	Transport: Decrease playrate by ~0.6% (10 cents)
Main	40526	Transport: Apply playrate to current BPM (no reset playrate)
Main	40527	View: Clear all peak indicators
Main	40528	Item: Select item under mouse cursor
Main	40529	Item: Select item under mouse cursor (leaving other items selected)
Main	40530	Item: Toggle selection of item under mouse cursor
Main	40531	Transport: Show playrate control
Main	40532	Transport: Show play state as text
Main	40533	Transport: Center transport controls
Main	40534	Transport: Time unit: Measures.Beats / minutes:Seconds
Main	40535	Track: Set all FX offline for selected tracks
Main	40536	Track: Set all FX online for selected tracks
Main	40537	Track: Render tracks to mono post-fader stem tracks (and mute originals)
Main	40541	Item: Set snap offset to cursor
Main	40542	Item: Set snap offset to nearest grid line
Main	40543	Take: Implode items on same track into takes
Main	40547	Item properties: Loop section of audio item source
Main	40548	Item: Heal splits in items
Main	40549	Mixer: Toggle show FX inserts (when size permits)
Main	40557	Mixer: Toggle show sends (when size permits)
Main	40566	Item properties: Toggle take preserve pitch
Main	40567	Locking: Clear all lock modes
Main	40568	Locking: Set all lock modes
Main	40569	Locking: Enable locking
Main	40570	Locking: Disable locking
Main	40571	Locking: Set time selection locking mode
Main	40572	Locking: Clear time selection locking mode
Main	40573	Locking: Toggle time selection locking mode
Main	40574	Locking: Set full item locking mode
Main	40575	Locking: Clear full item locking mode
Main	40576	Locking: Toggle full item locking mode
Main	40577	Locking: Set left/right item locking mode
Main	40578	Locking: Clear left/right item locking mode
Main	40579	Locking: Toggle left/right item locking mode
Main	40580	Locking: Set up/down item locking mode
Main	40581	Locking: Clear up/down item locking mode
Main	40582	Locking: Toggle up/down item locking mode
Main	40583	Locking: Set track envelope locking mode
Main	40584	Locking: Clear track envelope locking mode
Main	40585	Locking: Toggle track envelope locking mode
Main	40586	Locking: Set region locking mode
Main	40587	Locking: Clear region locking mode
Main	40588	Locking: Toggle region locking mode
Main	40589	Locking: Set marker locking mode
Main	40590	Locking: Clear marker locking mode
Main	40591	Locking: Toggle marker locking mode
Main	40592	Locking: Set time signature marker locking mode
Main	40593	Locking: Clear time signature marker locking mode
Main	40594	Locking: Toggle time signature marker locking mode
Main	40595	Locking: Set item edges locking mode
Main	40596	Locking: Clear item edges locking mode
Main	40597	Locking: Toggle item edges locking mode
Main	40598	Locking: Set item fade/volume handles locking mode
Main	40599	Locking: Clear item fade/volume handles locking mode
Main	40600	Locking: Toggle item fade/volume handles locking mode
Main	40601	Item: Render items to new take (preserve source type)
Main	40602	Performance meter: Reset graph
Main	40603	Take: Paste as takes in items
Main	40604	Track: View track recording settings (MIDI quantize, file format/path) for last touched track
Main	40605	Show action list
Main	40606	Item: Glue items, expanding to time selection if any, including leading fade-in and trailing fade-out
Main	40607	Track: Allow track media buffering
Main	40608	Track: Prevent track media buffering
Main	40609	Track: Allow track anticipative FX
Main	40610	Track: Prevent track anticipative FX
Main	40611	Item: Set item end to cursor
Main	40612	Item: Set item end to source media end
Main	40613	Markers: Delete marker near cursor
Main	40614	Markers: Edit marker near cursor
Main	40615	Markers: Delete region near cursor
Main	40616	Markers: Edit region near cursor
Main	40617	Markers: Delete time signature marker near cursor
Main	40618	Markers: Edit time signature marker near cursor
Main	40619	Show external timecode synchronization settings
Main	40620	Toggle external timecode synchronization
Main	40621	Options: Toggle loop points linked to time selection
Main	40622	Time selection: Move loop points to time selection
Main	40623	Time selection: Move time selection to loop points
Main	40624	Loop points: Remove (unselect) loop points, if not linked to time selection, ignoring lock state
Main	40625	Time selection: Set start point
Main	40626	Time selection: Set end point
Main	40627	Locking: Set loop points locking mode
Main	40628	Locking: Clear loop points locking mode
Main	40629	Locking: Toggle loop points locking mode
Main	40630	Go to start of time selection
Main	40631	Go to end of time selection
Main	40632	Go to start of loop
Main	40633	Go to end of loop
Main	40634	Loop points: Remove (unselect) loop point selection
Main	40635	Time selection: Remove (unselect) time selection
Main	40636	Item properties: Loop item source
Main	40637	Virtual MIDI keyboard: Send all input to VKB
Main	40638	Item: Show FX chain for item take
Main	40639	Take: Duplicate active take
Main	40640	Item: Remove FX for item take
Main	40641	Track properties: Free item positioning
Main	40642	Take: Explode takes of items in place
Main	40643	Take: Explode takes of items in order
Main	40644	Item: Implode items across tracks into items on one track
Main	40645	Item: Auto-reposition items in free item positioning mode
Main	40646	View: Move cursor left to grid division
Main	40647	View: Move cursor right to grid division
Main	40648	Options: Add edge points when moving envelope points with items
Main	40649	Options: Add envelope edge points when ripple editing or inserting time
Main	40650	Options: Reduce envelope data when recording or drawing automation
Main	40651	View: Toggle show/hide item labels
Main	40652	Item properties: Set item rate to 1.0
Main	40653	Item properties: Reset item pitch
Main	40656	Markers: Add/move marker 10 to play/edit cursor
Main	40657	Markers: Add/move marker 1 to play/edit cursor
Main	40658	Markers: Add/move marker 2 to play/edit cursor
Main	40659	Markers: Add/move marker 3 to play/edit cursor
Main	40660	Markers: Add/move marker 4 to play/edit cursor
Main	40661	Markers: Add/move marker 5 to play/edit cursor
Main	40662	Markers: Add/move marker 6 to play/edit cursor
Main	40663	Markers: Add/move marker 7 to play/edit cursor
Main	40664	Markers: Add/move marker 8 to play/edit cursor
Main	40665	Markers: Add/move marker 9 to play/edit cursor
Main	40666	Record: Start new files during recording
Main	40667	Transport: Stop (save all recorded media)
Main	40668	Transport: Stop (DELETE all recorded media)
Main	40669	Record: Remove recorded media not yet in project
Main	40670	Record: Add recorded media to project
Main	40671	Transport: Toggle preserve pitch in audio items when changing master playrate
Main	40672	Transport: Apply playrate to current BPM
Main	40677	Options: Show sends in TCP (when size permits)
Main	40680	Transport: Show time signature
Main	40681	Envelope: Set default point shape to bezier
Main	40683	Envelope: Set shape of selected points to bezier
Main	40684	Convert active take MIDI to in-project MIDI source data
Main	40685	Convert active take MIDI to .mid file reference
Main	40686	MIDI: Insert recent retroactively recorded MIDI for armed tracks
Main	40687	Item properties: Toggle lock
Main	40688	Item properties: Lock
Main	40689	Item properties: Unlock
Main	40690	Theme development: Show theme element finder
Main	40691	View: Toggle show media cues in items
Main	40692	Item: Import item media cues as project markers
Main	40693	Take: Toggle take volume envelope
Main	40694	Take: Toggle take pan envelope
Main	40695	Take: Toggle take mute envelope
Main	40696	Track: Rename last touched track
Main	40697	Remove items/tracks/envelope points (depending on focus)
Main	40698	Edit: Copy items
Main	40699	Edit: Cut items
Main	40701	Insert virtual instrument on new track...
Main	40702	Track: Insert new track at end of track list
Main	40703	View: Show item labels
Main	40704	Item: Set to custom color...
Main	40705	Item: Set to random colors
Main	40706	Item: Set to one random color
Main	40707	Item: Set to default color
Main	40708	View: Hide item labels
Main	40716	View: Toggle show MIDI editor windows
Main	40717	Item: Select all items in current time selection
Main	40718	Item: Select all items on selected tracks in current time selection
Main	40719	Item properties: Mute
Main	40720	Item properties: Unmute
Main	40721	Loop points: Halve loop length
Main	40722	Loop points: Double loop length
Main	40723	View: Expand selected track height, minimize others
Main	40725	Grid: Toggle measure grid
Main	40726	Envelope: Insert 4 envelope points at time selection
Main	40727	View: Minimize all tracks
Main	40728	Track: Solo tracks
Main	40729	Track: Unsolo tracks
Main	40730	Track: Mute tracks
Main	40731	Track: Unmute tracks
Main	40732	Item: Split at media cues
Main	40733	Item: Shrink to first media cue
Main	40734	Item: Shrink to last media cue
Main	40735	Item: Shrink to first and last media cues
Main	40736	Track: Toggle automatic record-arm when track selected
Main	40737	Track: Set automatic record-arm when track selected
Main	40738	Track: Clear automatic record-arm
Main	40740	Track: Set/clear all tracks automatic record-arm
Main	40741	Move edit cursor to next cue in items
Main	40742	Move edit cursor to previous cue in items
Main	40743	Track: Nudge master track volume up
Main	40744	Track: Nudge master track volume down
Main	40745	Options: Solo in front
Main	40746	Item: Split item under mouse cursor (ignore grouping, no change selection)
Main	40748	Item: Split item under mouse cursor (ignore grouping, select right)
Main	40749	Options: Set loop points linked to time selection
Main	40750	Options: Unset loop points linked to time selection
Main	40751	Track properties: Set free item positioning
Main	40752	Track properties: Unset free item positioning/fixed item lanes
Main	40753	Snapping: Disable snap
Main	40754	Snapping: Enable snap
Main	40755	Snapping: Save snap state
Main	40756	Snapping: Restore snap state
Main	40757	Item: Split items at edit cursor (no change selection)
Main	40759	Item: Split items at edit cursor (select right)
Main	40760	Edit: Dynamic split items...
Main	40762	View: Restore next zoom/scroll position
Main	40768	View: Show track grouping matrix window
Main	40769	Unselect (clear selection of) all tracks/items/envelope points
Main	40770	Track: Unset track solo defeat (all tracks)
Main	40771	Track: Toggle all track grouping enabled
Main	40772	Track: Set track grouping parameters...
Main	40773	Item: Create chromatic MIDI from items
Main	40774	Grid: Set to 1/64
Main	40775	Grid: Set to 1/32
Main	40776	Grid: Set to 1/16
Main	40777	Grid: Set to 1/12 (1/8 triplet)
Main	40778	Grid: Set to 1/8
Main	40779	Grid: Set to 1/4
Main	40780	Grid: Set to 1/2
Main	40781	Grid: Set to 1
Main	40782	Grid: Adjust by 1/1.5
Main	40783	Grid: Adjust by 1/2
Main	40784	Grid: Adjust by 1/3
Main	40785	Grid: Adjust by 1.5
Main	40786	Grid: Adjust by 2
Main	40787	Grid: Adjust by 3
Main	40788	Track: Render tracks to stereo stem tracks (and mute originals)
Main	40789	Track: Render tracks to mono stem tracks (and mute originals)
Main	40790	Move edit cursor to previous zero crossing in items
Main	40791	Move edit cursor to next zero crossing in items
Main	40792	Item: Split at previous zero crossing
Main	40793	Item edit: Move items/envelope points left by grid size
Main	40794	Item edit: Move items/envelope points right by grid size
Main	40795	Item properties: Set take preserve pitch
Main	40796	Item properties: Clear take preserve pitch
Main	40797	Item properties: Increase item rate by ~6% (one semitone), clear 'preserve pitch'
Main	40798	Item properties: Decrease item rate by ~6% (one semitone), clear 'preserve pitch'
